"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","label"
0,1,0.55,0.94,0.72,0.63,0.54,0.31,0.32,0,0.13,0.08,0.39,0.28,1,0.27,0
0,0.207792207792208,0.02,0.62,0.11,0.05,0.63,0,1,0.43,0.89,0.99,0.36,1,0,0.57,1
0.57,1,0.22,0.72,0,0.31,0.25,0,0.75,0.13,1,0.5,0.75,0.87,0.26,0.85,1
0.36,0.896103896103896,0.07,0.83,0,0.37,0.26,0,0.77,0.06,1,0.46,0.84,0.89,0.36,1,1
0.27,0.688311688311688,0.01,0.42,0.16,0,0.7,0.03,1,0.4,0.92,0.84,0.44,1,0,0.73,1
0.56,0.987012987012987,0.18,0.72,0,0.24,0.36,0,0.85,0.23,1,0.69,0.58,1,0.19,0.74,1
0.18,0.649350649350649,0,0.73,0.1,0.24,0.54,0,1,0.22,0.95,0.71,0.52,1,0.05,0.84,1
0.12,0.493506493506494,0,0.2,0.44,0,0.92,0.23,1,0.64,0.7,1,0.15,0.92,0,0.52,1
0.35,0.688311688311688,0,0.42,0.11,0,0.65,0.05,1,0.41,0.97,0.85,0.49,1,0.09,0.69,1
0.38,0.922077922077922,0.04,0.63,0,0.2,0.41,0,0.84,0.19,1,0.6,0.77,0.98,0.32,1,1
0.47,0.909090909090909,0.01,0.67,0,0.16,0.53,0,1,0.32,0.95,0.81,0.42,1,0.07,0.62,1
0.38,0.363636363636364,0.08,0.66,0,0.19,0.42,0,0.87,0.26,1,0.71,0.61,1,0.16,0.84,1
0.19,0.753246753246753,0,0.41,0.12,0,0.54,0.01,0.88,0.29,1,0.71,0.72,1,0.31,0.91,1
0.14,0.883116883116883,0.09,0.52,0.28,0.1,0.74,0,1,0.38,0.86,0.81,0.43,1,0,0.8,1
0.09,1,0,0.66,0.2,0.25,0.61,0,1,0.21,0.93,0.64,0.54,0.91,0.09,0.76,1
0.04,0.519480519480519,0.12,0.15,0.52,0,0.92,0.15,1,0.63,0.72,1,0.28,0.97,0,0.62,1
0.22,0.415584415584416,0.1,0.6,0,0.18,0.46,0,0.89,0.28,1,0.7,0.68,1,0.29,0.69,1
0.27,1,0,0.58,0.12,0.05,0.62,0,1,0.39,0.97,0.91,0.48,0.97,0.18,0.53,1
0.15,0.649350649350649,0,0.34,0.3,0,0.81,0.01,1,0.38,0.87,0.78,0.44,1,0.16,0.68,1
0.45,1,0.1,0.67,0.07,0.16,0.56,0,1,0.31,0.91,0.79,0.38,0.95,0,0.61,1
0.13,0.584415584415584,0.15,0.3,0.42,0,0.86,0.19,1,0.56,0.84,0.9,0.33,1,0,0.73,1
0.49,0.779220779220779,0.08,0.57,0,0.17,0.51,0,0.93,0.28,1,0.7,0.61,1,0.08,0.86,1
0.68,1,0.24,0.83,0,0.41,0.13,0,0.6,0.03,0.99,0.3,1,0.71,0.55,0.89,1
1,0.61038961038961,0.58,1,0.1,0.75,0,0.24,0.48,0,1,0.19,0.97,0.68,0.45,0.81,1
0.73,0.805194805194805,0.31,0.65,0,0,0.52,0.09,1,0.57,0.82,1,0.81,0.78,0.38,0.25,1
0.28,0.766233766233766,0,0.39,0.3,0,0.8,0.05,1,0.54,0.7,0.99,0.22,1,0.07,0.5,1
0.48,1,0.15,0.83,0,0.39,0.23,0.01,0.71,0,1,0.34,0.86,0.77,0.44,0.98,1
0.31,0.935064935064935,0.05,0.61,0,0.23,0.32,0,0.77,0.18,1,0.51,0.82,0.85,0.37,1,1
0.16,0.467532467532468,0,0.31,0.31,0,0.78,0.15,1,0.55,0.87,0.98,0.4,1,0.06,0.67,1
0.3,1,0.04,0.67,0,0.24,0.3,0,0.66,0.11,0.95,0.41,1,0.82,0.64,0.93,1
0.47,1,0.19,0.67,0,0.3,0.2,0,0.68,0.05,1,0.33,0.91,0.72,0.5,0.88,1
0.34,0.688311688311688,0,0.41,0.07,0,0.62,0,1,0.33,0.95,0.74,0.49,1,0,0.83,1
0.33,0.909090909090909,0.08,0.58,0,0.2,0.35,0,0.78,0.21,1,0.55,0.94,0.93,0.48,1,1
0.77,1,0.53,0.9,0,0.43,0.13,0,0.86,0.34,1,0.84,0.73,0.51,0.1,0.09,1
0.22,0.974025974025974,0,0.75,0.04,0.18,0.55,0,1,0.36,0.84,0.89,0.34,1,0.21,0.46,1
0.67,0.961038961038961,0.19,0.74,0,0.3,0.34,0,0.79,0.32,1,0.76,0.58,1,0.1,0.73,1
0.31,0.844155844155844,0.05,0.5,0.04,0.08,0.57,0,1,0.3,1,0.71,0.56,1,0,0.92,1
0.38,0.649350649350649,0.05,0.64,0,0.15,0.53,0,0.98,0.34,1,0.83,0.47,1,0.2,0.6,1
0.1,0.961038961038961,0.02,0.47,0.24,0.01,0.74,0,1,0.43,0.82,0.9,0.33,1,0,0.65,1
0.1,0.818181818181818,0,0.44,0.33,0,0.8,0.09,1,0.65,0.64,1,0.22,0.74,0.32,0.2,1
0.27,1,0.02,0.56,0.12,0.08,0.62,0,1,0.33,0.94,0.79,0.46,0.94,0,0.72,1
0.5,0.818181818181818,0.17,0.6,0,0.27,0.21,0,0.7,0.09,1,0.37,0.91,0.7,0.63,1,1
0,0.428571428571429,0.05,0.14,0.47,0,0.86,0.25,1,0.66,0.76,1,0.34,0.8,0.06,0.45,1
0.11,0.350649350649351,0,0.16,0.38,0,0.79,0.08,1,0.46,0.76,0.84,0.37,1,0,0.84,1
0.24,0.831168831168831,0,0.62,0.07,0,0.61,0,1,0.44,0.8,1,0.29,0.93,0.07,0.36,1
0.17,0.948051948051948,0,0.45,0.26,0,0.73,0.01,1,0.48,0.88,1,0.44,0.99,0.23,0.52,1
0.09,0.818181818181818,0.01,0.51,0.27,0.11,0.76,0,1,0.39,0.84,0.83,0.37,1,0,0.69,1
0.07,0.818181818181818,0,0.62,0.15,0.2,0.62,0,1,0.31,0.96,0.73,0.53,1,0.08,0.78,1
0.63,0.701298701298701,0.3,1,0,0.59,0.12,0.13,0.67,0,1,0.37,0.88,0.83,0.34,0.88,1
0.23,0.779220779220779,0,0.48,0.1,0.09,0.53,0,0.91,0.23,1,0.63,0.75,0.97,0.31,1,1
0.89,1,0.38,0.83,0,0.44,0.02,0,0.61,0.02,1,0.4,1,0.88,0.45,0.98,1
0.07,0.857142857142857,0,0.45,0.16,0.05,0.51,0,0.84,0.2,1,0.61,0.84,1,0.5,0.98,1
0.06,0.662337662337662,0,0.32,0.38,0,0.9,0.14,1,0.64,0.67,1,0.18,0.78,0.16,0.34,1
0.84,0.753246753246753,0.39,1,0,0.66,0.09,0.18,0.6,0,1,0.33,0.89,0.8,0.36,0.92,1
0.31,0.844155844155844,0.06,0.58,0.14,0.13,0.64,0,1,0.33,0.96,0.77,0.49,1,0,0.81,1
0.44,0.961038961038961,0.09,0.62,0,0.13,0.41,0,0.82,0.26,1,0.72,0.63,1,0.17,0.92,1
0.35,0.272727272727273,0.41,0.02,0.81,0.14,1,0.6,0.81,1,0.4,0.85,0.09,0.49,0,0,1
1,0.701298701298701,0.58,1,0.16,0.69,0,0.27,0.4,0,0.93,0.15,0.95,0.58,0.53,0.89,1
0.27,1,0,0.64,0.04,0.08,0.63,0,1,0.46,0.73,0.96,0.12,0.79,0,0.25,1
0.23,0.805194805194805,0,0.49,0.02,0.11,0.52,0,0.91,0.3,1,0.67,0.7,1,0.14,0.96,1
0.2,0.805194805194805,0,0.61,0.18,0.22,0.5,0,0.86,0.11,1,0.51,0.79,0.87,0.45,1,1
0.13,0.402597402597403,0,0.16,0.39,0,0.82,0.17,1,0.54,0.89,0.93,0.47,1,0.26,0.65,1
0.43,0.961038961038961,0.03,0.69,0,0.2,0.43,0,0.88,0.23,1,0.7,0.62,1,0.14,0.84,1
0.45,1,0.12,0.82,0,0.41,0.17,0.04,0.62,0,1,0.21,0.96,0.6,0.54,0.66,1
0.36,1,0.03,0.76,0,0.32,0.27,0,0.7,0.06,1,0.37,0.91,0.76,0.49,0.7,1
0.33,0.935064935064935,0.04,0.69,0,0.27,0.39,0,0.88,0.16,1,0.56,0.69,0.89,0.17,1,1
0.81,0.87012987012987,0.29,0.82,0,0.42,0.1,0,0.7,0.16,1,0.56,0.96,1,0.47,0.82,1
0.38,0.805194805194805,0.13,0.55,0.31,0.08,0.75,0,1,0.4,0.85,0.87,0.42,1,0,0.79,1
0.35,0.805194805194805,0.22,0.38,0.45,0,0.87,0.12,1,0.57,0.81,1,0.37,0.97,0,0.72,1
0.36,0.792207792207792,0.09,0.86,0,0.38,0.27,0,0.72,0.09,1,0.47,0.88,0.94,0.46,1,1
0.48,0.701298701298701,0.19,0.66,0,0.06,0.49,0,0.93,0.38,1,0.96,0.48,1,0,0.7,1
0.34,0.857142857142857,0.14,0.84,0,0.38,0.24,0,0.75,0.03,1,0.42,0.82,0.86,0.34,1,1
0,0.571428571428571,0.14,0.25,0.57,0,1,0.22,0.95,0.75,0.54,1,0.07,0.87,0.04,0.39,1
0,0.272727272727273,0.15,0,0.62,0.05,0.95,0.4,1,0.88,0.6,1,0.27,0.64,0.11,0.17,1
0.19,0.818181818181818,0.18,0.35,0.57,0,1,0.24,0.92,0.72,0.47,1,0,0.77,0.01,0.31,1
0.17,0.766233766233766,0.03,0.39,0.3,0,0.81,0.08,1,0.49,0.74,0.9,0.24,1,0,0.61,1
0.06,0.25974025974026,0.16,0.02,0.68,0,1,0.35,0.81,0.75,0.38,1,0.07,0.63,0,0.22,1
0,0.61038961038961,0.01,0.29,0.37,0,0.88,0.05,1,0.43,0.78,0.79,0.34,1,0.05,0.7,1
0.7,0.883116883116883,0.25,0.69,0,0.35,0.06,0,0.58,0,0.97,0.25,1,0.63,0.85,1,1
0.26,0.376623376623377,0.16,0.08,0.63,0,1,0.34,0.99,0.81,0.54,1,0.06,0.82,0,0.38,1
0.19,0.558441558441558,0.03,0.28,0.34,0,0.77,0.13,1,0.51,0.78,0.89,0.34,1,0,0.76,1
0.48,0.38961038961039,0.1,0.54,0,0,0.49,0.06,0.88,0.48,1,1,0.48,0.84,0.07,0.44,1
0.31,0.909090909090909,0.07,0.59,0.08,0.2,0.54,0,0.98,0.27,1,0.65,0.6,0.94,0,1,1
0.2,0.805194805194805,0.03,0.55,0,0.17,0.38,0,0.79,0.23,1,0.58,0.83,0.92,0.35,1,1
0.34,0.688311688311688,0,0.41,0.08,0,0.65,0.11,1,0.47,0.99,0.9,0.42,1,0.07,0.67,1
0.46,0.922077922077922,0.13,0.69,0,0.28,0.32,0,0.77,0.07,1,0.44,0.85,0.83,0.43,1,1
0.4,0.922077922077922,0.22,0.95,0,0.45,0.23,0,0.83,0.1,1,0.58,0.61,1,0.19,0.75,1
0.38,0.948051948051948,0.06,0.6,0,0.19,0.47,0,0.99,0.25,1,0.65,0.71,1,0.17,0.85,1
0.8,0.844155844155844,0.43,1,0.09,0.7,0,0.31,0.28,0,0.78,0.11,1,0.46,0.9,0.85,1
0.25,1,0,0.69,0.01,0.2,0.43,0,0.87,0.16,1,0.61,0.72,1,0.29,0.96,1
0.12,0.415584415584416,0,0.46,0.21,0.06,0.66,0,1,0.3,0.99,0.73,0.63,1,0.18,0.93,1
0.32,0.87012987012987,0,0.6,0.02,0.17,0.51,0,0.95,0.27,1,0.69,0.66,1,0.25,0.72,1
0.21,1,0,0.64,0.02,0.23,0.4,0,0.86,0.18,1,0.56,0.75,0.91,0.3,0.81,1
0.6,0.74025974025974,0.12,0.5,0.03,0,0.57,0.1,0.97,0.5,1,1,0.46,0.92,0,0.59,1
0.47,1,0.11,0.81,0,0.39,0.21,0.03,0.62,0,0.98,0.22,1,0.63,0.61,0.73,1
0.18,0.987012987012987,0.06,0.51,0.22,0.06,0.69,0,1,0.37,0.9,0.83,0.44,1,0,0.8,1
0.27,0.766233766233766,0.05,0.39,0.3,0,0.8,0.15,1,0.59,0.74,1,0.23,0.95,0,0.53,1
0.59,0.87012987012987,0.16,0.88,0,0.41,0.25,0,0.77,0.1,1,0.55,0.82,1,0.35,0.94,1
0.32,0.675324675324675,0.06,0.48,0,0.16,0.34,0,0.79,0.11,1,0.39,0.99,0.7,0.82,1,1
0.71,1,0.29,0.69,0,0.32,0.24,0,0.76,0.18,1,0.56,0.85,0.95,0.31,0.98,1
0.06,0.779220779220779,0,0.39,0.24,0,0.73,0.11,1,0.51,0.82,0.94,0.35,1,0.06,0.62,1
0.62,0.844155844155844,0.2,0.65,0,0.24,0.34,0,0.78,0.24,1,0.63,0.77,1,0.26,0.93,1
0.11,0.792207792207792,0,0.34,0.35,0,0.84,0.19,1,0.67,0.65,1,0.21,0.7,0.11,0.24,1
0.31,0.779220779220779,0,0.53,0.01,0.08,0.57,0,1,0.3,0.98,0.75,0.51,1,0.07,0.72,1
0.94,0.935064935064935,0.56,1,0.23,0.67,0,0.29,0.19,0,0.69,0.16,1,0.5,0.89,0.9,1
0.03,0.61038961038961,0,0.25,0.41,0,0.89,0.18,1,0.61,0.75,1,0.25,1,0.14,0.58,1
0.31,0.714285714285714,0,0.57,0.14,0.13,0.59,0,1,0.23,0.98,0.69,0.62,1,0.19,0.91,1
0.12,0.649350649350649,0,0.3,0.33,0,0.77,0.06,1,0.44,0.78,0.85,0.37,1,0.12,0.67,1
0.09,0.948051948051948,0.01,0.5,0.12,0,0.69,0.03,1,0.48,0.82,0.97,0.28,1,0,0.54,1
0.15,0.74025974025974,0,0.46,0.2,0.07,0.67,0,1,0.33,0.93,0.76,0.53,1,0.16,0.75,1
0.29,0.922077922077922,0.02,0.59,0,0.17,0.47,0,0.9,0.25,1,0.66,0.71,1,0.19,0.98,1
0,0.467532467532468,0.09,0.36,0.43,0,0.91,0.2,1,0.65,0.65,1,0.15,0.84,0.1,0.41,1
0.26,0.883116883116883,0,0.8,0.02,0.34,0.33,0,0.8,0.08,1,0.5,0.82,0.92,0.38,1,1
0.39,0.948051948051948,0.14,0.77,0,0.36,0.25,0,0.78,0.04,1,0.43,0.77,0.82,0.28,1,1
0.51,0.896103896103896,0.12,0.63,0,0.08,0.54,0,1,0.37,0.86,0.86,0.28,1,0.2,0.56,1
0.43,1,0.08,0.67,0.03,0.27,0.41,0,0.87,0.27,1,0.66,0.54,0.92,0,0.74,1
0.09,1,0.04,0.64,0,0.24,0.28,0,0.69,0.18,1,0.49,0.92,0.84,0.46,0.9,1
0.18,0.038961038961039,0.43,0,0.77,0.05,1,0.43,0.88,0.86,0.55,1,0.21,0.88,0,0.52,1
0.37,0.792207792207792,0,0.51,0.02,0.07,0.53,0,0.98,0.27,1,0.7,0.58,1,0.07,0.99,1
0.69,1,0.22,0.8,0,0.34,0.31,0,0.8,0.28,1,0.75,0.56,0.99,0.07,0.71,1
0.4,0.857142857142857,0,0.25,0.46,0,1,0.49,0.7,1,0.44,0.78,0.95,0.62,0.34,0.22,1
0.54,0.766233766233766,0.12,0.67,0,0.28,0.34,0,0.83,0.08,1,0.46,0.73,0.82,0.28,1,1
0.05,0.701298701298701,0,0.64,0.21,0.05,0.71,0,1,0.49,0.67,1,0.19,0.93,0.13,0.28,1
0.71,1,0.27,0.76,0.01,0.33,0.24,0,0.74,0.23,1,0.65,0.51,0.79,0,0.58,1
0.94,0.766233766233766,0.45,1,0.01,0.63,0,0.09,0.53,0,1,0.3,0.97,0.85,0.47,0.97,1
0,0.844155844155844,0.1,0.48,0.33,0.12,0.75,0,1,0.35,0.87,0.75,0.5,1,0.06,0.95,1
0.01,0.87012987012987,0,0.54,0.2,0.16,0.68,0,1,0.31,0.99,0.71,0.61,1,0.26,0.75,1
0.31,0.623376623376623,0.02,0.36,0.32,0,0.82,0.12,1,0.57,0.66,0.93,0.15,1,0,0.6,1
0.3,0.337662337662338,0.24,0.09,0.6,0,0.9,0.31,1,0.71,0.75,1,0.32,0.9,0,0.63,1
0.56,0.896103896103896,0.15,0.68,0,0.24,0.39,0,0.86,0.16,1,0.6,0.76,1,0.3,0.93,1
0.39,0.87012987012987,0.14,0.75,0,0.34,0.26,0,0.75,0,1,0.35,0.82,0.74,0.42,1,1
0.31,0.987012987012987,0.01,0.59,0,0.02,0.62,0,1,0.47,0.76,1,0.2,0.83,0.12,0.28,1
0.26,0.896103896103896,0,0.49,0.1,0.04,0.61,0,1,0.31,0.95,0.76,0.5,1,0.04,0.83,1
0.11,0.805194805194805,0,0.46,0.12,0.05,0.53,0,0.88,0.25,1,0.68,0.73,1,0.34,0.92,1
0.29,1,0,0.66,0.11,0.24,0.52,0,0.98,0.14,1,0.55,0.61,0.83,0.11,0.85,1
0.39,0.922077922077922,0,0.31,0.42,0,1,0.43,0.95,1,0.3,0.69,0.49,0.53,0.3,0.28,1
0.47,1,0,0.75,0.05,0.29,0.5,0,1,0.18,1,0.63,0.59,0.96,0.04,0.88,1
0.5,0.883116883116883,0.16,0.7,0,0.3,0.29,0,0.76,0.24,1,0.62,0.89,1,0.36,0.85,1
0.11,1,0,0.68,0.22,0.14,0.66,0,1,0.35,0.78,0.88,0.34,1,0.13,0.51,1
0.1,0.74025974025974,0.12,0.37,0.38,0,0.9,0.04,1,0.44,0.72,0.82,0.24,1,0,0.62,1
0.25,0.792207792207792,0,0.62,0.08,0.17,0.52,0,0.92,0.26,1,0.69,0.66,1,0.2,0.88,1
0.43,1,0.09,0.64,0,0.19,0.44,0,0.9,0.22,1,0.66,0.66,0.99,0.15,0.88,1
0.12,0.714285714285714,0.07,0.36,0.33,0.02,0.83,0,1,0.38,0.85,0.78,0.43,1,0,0.8,1
0.16,0.688311688311688,0.02,0.44,0.16,0,0.84,0.12,1,0.57,0.75,1,0.09,0.88,0,0.44,1
0.21,0.649350649350649,0.08,0.4,0.36,0,0.77,0.01,1,0.44,0.82,0.9,0.41,1,0,0.86,1
0.09,0.701298701298701,0,0.3,0.29,0,0.7,0.04,1,0.37,0.84,0.82,0.47,1,0.17,0.72,1
0.29,0.948051948051948,0.15,0.53,0.33,0.12,0.79,0,1,0.38,0.82,0.8,0.38,1,0,0.74,1
0.81,1,0.29,0.89,0,0.55,0.03,0.15,0.51,0,0.94,0.24,1,0.64,0.68,0.97,1
0.25,0.220779220779221,0.21,0,0.6,0.04,0.89,0.35,1,0.75,0.71,1,0.3,0.9,0,0.63,1
0.17,1,0,0.56,0.12,0.1,0.63,0,1,0.36,1,0.81,0.51,1,0.01,0.79,1
0.31,0.636363636363636,0.12,0.35,0.35,0,0.77,0.17,1,0.56,0.89,0.96,0.43,1,0,0.84,1
0.25,0.701298701298701,0.15,0.82,0,0.4,0.21,0,0.73,0,1,0.38,0.85,0.79,0.37,1,1
0.27,0.766233766233766,0.03,0.47,0.13,0.06,0.67,0,1,0.34,0.96,0.76,0.51,1,0,0.82,1
0.23,0.948051948051948,0.05,0.56,0,0.15,0.41,0,0.83,0.25,1,0.63,0.81,1,0.34,0.98,1
0.25,0.818181818181818,0.19,0.83,0,0.41,0.14,0,0.71,0.16,1,0.55,0.78,0.95,0.12,1,1
0.31,0.883116883116883,0.01,0.62,0,0.2,0.37,0,0.8,0.15,1,0.52,0.86,0.91,0.44,1,1
0.43,0.935064935064935,0.08,0.69,0,0.31,0.29,0,0.83,0.2,1,0.56,0.71,0.9,0.11,1,1
0.32,1,0.06,0.65,0,0.24,0.29,0,0.7,0.2,1,0.53,0.93,0.9,0.47,0.97,1
0.74,1,0.02,0.49,0.29,0,1,0.54,0.61,0.95,0,0.39,0.75,0.77,0.06,0.21,1
0.3,0.922077922077922,0,0.58,0.04,0.14,0.52,0,0.94,0.29,1,0.71,0.6,1,0.1,0.86,1
0.46,0.987012987012987,0.12,0.7,0,0.31,0.24,0,0.7,0.04,1,0.36,0.94,0.76,0.6,1,1
0,0.649350649350649,0.12,0.26,0.49,0,0.92,0.13,1,0.6,0.73,0.98,0.29,1,0.08,0.6,1
0.22,0.987012987012987,0.07,0.64,0,0.25,0.36,0,0.83,0.27,1,0.64,0.76,1,0.19,0.95,1
0.58,0.506493506493506,0.08,0.46,0.12,0,0.67,0.15,1,0.56,0.9,1,0.34,0.81,0,0.41,1
0.6,0.766233766233766,0.21,0.74,0,0.25,0.34,0,0.82,0.27,1,0.75,0.54,1,0.14,0.75,1
0.19,0.701298701298701,0,0.37,0.13,0,0.63,0.09,0.97,0.41,1,0.82,0.58,1,0.15,0.77,1
0.32,0.792207792207792,0,0.55,0.18,0.01,0.76,0,1,0.52,0.71,1,0.34,0.61,0.43,0.05,1
0.15,0.727272727272727,0.08,0.36,0.37,0,0.89,0.21,1,0.63,0.73,1,0.21,0.82,0,0.43,1
0.7,0.896103896103896,0.12,0.52,0.26,0,1,0.43,0.88,1,0.13,0.58,0.61,0.68,0,0.11,1
0.01,0.0909090909090909,0.35,0,0.78,0.14,1,0.56,0.85,1,0.42,0.98,0.08,0.65,0,0.2,1
0.62,0.87012987012987,0.15,0.77,0.1,0.26,0.56,0,1,0.31,0.93,0.81,0.42,1,0,0.7,1
0.11,0.766233766233766,0.06,0.41,0.28,0,0.78,0.07,1,0.48,0.8,0.9,0.32,1,0,0.65,1
0.27,0.792207792207792,0.12,0.42,0.18,0,0.73,0.07,1,0.45,0.93,0.88,0.4,1,0,0.67,1
0.23,1,0,0.65,0.05,0.23,0.52,0,1,0.21,0.95,0.62,0.53,0.92,0.12,0.66,1
0.07,0.597402597402597,0,0.25,0.36,0,0.74,0.1,1,0.49,0.85,0.95,0.45,1,0.17,0.67,1
0.7,1,0.27,0.75,0,0.39,0.06,0,0.63,0.02,1,0.33,0.93,0.71,0.38,0.74,1
0,0.961038961038961,0.02,0.58,0.19,0.21,0.65,0,1,0.29,0.98,0.67,0.66,1,0.16,0.93,1
0.13,1,0,0.54,0.25,0.13,0.7,0,1,0.35,0.86,0.81,0.41,0.94,0.06,0.62,1
0.25,0.441558441558442,0.2,0.21,0.62,0,1,0.22,0.95,0.68,0.61,1,0.14,0.99,0,0.57,1
0.37,1,0.08,0.78,0,0.39,0.18,0.04,0.59,0,0.91,0.26,1,0.64,0.72,0.92,1
0.3,0.779220779220779,0.08,0.43,0.19,0.03,0.71,0,1,0.36,0.87,0.78,0.39,1,0,0.73,1
0.07,0.402597402597403,0.08,0.14,0.56,0,0.99,0.24,1,0.68,0.63,1,0.12,0.97,0,0.56,1
0.47,1,0.17,0.68,0,0.34,0.09,0,0.71,0.18,0.97,0.51,1,0.86,0.48,0.95,1
0.54,0.519480519480519,0.45,1,0.01,0.53,0.11,0,0.75,0.18,1,0.74,0.44,0.98,0,0.54,1
0.18,0.883116883116883,0,0.48,0.22,0.06,0.66,0,1,0.3,0.91,0.76,0.52,1,0.16,0.76,1
0.62,0.974025974025974,0.22,0.72,0,0.29,0.28,0,0.77,0.15,1,0.57,0.86,1,0.37,0.97,1
0.14,0.818181818181818,0,0.75,0.01,0.29,0.4,0,0.94,0.1,1,0.53,0.62,0.86,0.09,1,1
0.04,0.844155844155844,0,0.43,0.25,0.04,0.7,0,1,0.35,0.94,0.79,0.53,1,0.08,0.86,1
0.32,0.818181818181818,0,0.61,0.1,0.04,0.57,0,1,0.3,0.97,0.87,0.5,1,0.04,0.87,1
0.11,0.74025974025974,0.1,0.25,0.46,0,0.87,0.11,1,0.61,0.69,0.97,0.26,1,0,0.61,1
0.46,0.844155844155844,0.24,0.61,0.19,0.11,0.63,0,1,0.29,0.86,0.78,0.45,1,0,0.86,1
0.11,0.480519480519481,0,0.55,0.22,0.01,0.77,0,1,0.56,0.62,1,0.08,0.95,0.05,0.36,1
0,0.87012987012987,0.03,0.41,0.31,0,0.76,0.16,1,0.61,0.7,1,0.25,0.87,0.14,0.38,1
0.46,0.87012987012987,0.14,0.79,0.09,0.19,0.61,0,1,0.47,0.76,1,0.18,0.85,0,0.28,1
0.27,1,0.06,0.95,0,0.42,0.3,0,0.79,0.04,1,0.51,0.74,0.96,0.24,0.98,1
0.44,0.922077922077922,0.06,0.74,0,0.28,0.35,0,0.78,0.13,1,0.53,0.76,0.91,0.32,1,1
0.16,0.584415584415584,0,0.4,0.26,0,0.73,0.1,1,0.5,0.82,0.93,0.32,1,0.01,0.73,1
0.17,0.948051948051948,0,0.63,0.06,0.2,0.5,0,0.95,0.22,1,0.64,0.71,1,0.25,0.86,1
0.17,0.181818181818182,0.24,0,0.73,0.14,1,0.5,0.89,0.9,0.43,1,0.11,0.66,0,0.25,1
0.58,0.948051948051948,0.17,0.64,0,0.26,0.29,0,0.75,0.27,1,0.65,0.83,1,0.33,0.79,1
0.51,1,0.16,0.73,0,0.27,0.28,0,0.7,0.15,1,0.51,0.83,0.89,0.4,0.95,1
0.75,0.909090909090909,0.46,0.87,0.1,0.49,0,0.08,0.58,0,1,0.31,0.66,0.66,0.22,1,1
0.49,1,0.1,0.79,0,0.32,0.33,0,0.82,0.08,1,0.51,0.74,0.9,0.27,0.97,1
0.38,0.987012987012987,0.06,0.52,0.14,0,0.75,0.03,1,0.51,0.73,1,0.14,0.83,0,0.33,1
0.3,0.844155844155844,0.07,0.77,0,0.33,0.3,0,0.82,0.06,1,0.45,0.74,0.82,0.26,1,1
0.37,0.896103896103896,0.06,0.59,0,0.13,0.39,0,0.78,0.25,1,0.65,0.75,1,0.3,1,1
0.45,0.974025974025974,0.13,0.71,0.13,0.21,0.59,0,1,0.34,0.81,0.79,0.28,1,0,0.67,1
0.21,0.649350649350649,0.12,0.31,0.4,0,0.81,0.18,1,0.55,0.82,0.94,0.37,1,0,0.75,1
0,0.857142857142857,0.04,0.47,0.21,0,0.73,0.02,1,0.45,0.78,0.89,0.25,1,0.14,0.54,1
0.82,0.831168831168831,0.36,1,0,0.6,0.1,0.08,0.62,0,1,0.37,0.93,0.9,0.47,0.92,1
0.35,0.961038961038961,0.08,0.76,0,0.27,0.42,0,0.91,0.17,1,0.65,0.6,0.97,0.08,1,1
0.74,0.935064935064935,0.21,0.75,0,0.36,0.2,0,0.75,0.25,1,0.64,0.78,1,0.19,0.82,1
0.42,1,0.12,0.68,0,0.27,0.32,0,0.76,0.09,1,0.44,0.88,0.85,0.47,0.85,1
0.23,1,0,0.58,0.08,0.12,0.58,0,0.99,0.29,1,0.75,0.56,1,0.14,0.78,1
0.18,0.818181818181818,0,0.62,0.22,0.09,0.71,0,1,0.49,0.78,1,0.29,0.94,0.17,0.41,1
0.59,1,0.12,0.74,0,0.34,0.29,0,0.81,0.21,1,0.59,0.91,0.98,0.35,0.83,1
0.59,1,0.24,0.68,0.24,0.19,0.69,0,1,0.42,0.74,0.85,0.21,0.63,0,0.19,1
0.47,0.857142857142857,0.2,0.55,0.36,0.06,0.8,0,1,0.45,0.77,0.9,0.32,1,0,0.67,1
0.56,1,0.19,0.76,0,0.33,0.24,0,0.74,0.25,1,0.65,0.7,0.87,0.23,0.6,1
0.3,0.623376623376623,0.04,0.6,0,0.11,0.54,0,1,0.32,0.97,0.8,0.45,1,0.06,0.66,1
0.38,1,0.1,0.69,0,0.27,0.29,0,0.71,0.09,1,0.42,0.88,0.81,0.46,0.92,1
0.11,0.779220779220779,0,0.38,0.21,0,0.71,0.01,1,0.37,0.87,0.8,0.41,1,0.05,0.71,1
0.31,1,0,0.8,0.04,0.3,0.37,0,0.81,0.08,1,0.47,0.7,0.82,0.26,0.91,1
0.27,0.363636363636364,0,0.22,0.43,0,0.9,0.13,1,0.54,0.75,0.93,0.27,1,0.12,0.61,1
0.26,0.545454545454545,0,0.46,0.04,0.01,0.54,0,0.95,0.3,1,0.75,0.59,1,0.12,0.82,1
0.05,0.428571428571429,0.05,0.16,0.56,0,1,0.29,0.97,0.68,0.59,1,0.08,0.93,0,0.55,1
0.13,0.896103896103896,0.06,0.38,0.34,0,0.79,0.08,1,0.55,0.79,1,0.34,1,0,0.66,1
0.36,0.948051948051948,0.23,0.54,0.42,0.05,0.86,0,1,0.49,0.76,0.95,0.31,1,0,0.62,1
