"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","label"
0.47,1,0.27,0.81,0.57,0.37,0.26,0,0,0.280487804878049,0.56,0.53,1,0.9,0.4,0.98,1
0.48,0.957446808510638,0.62,0.65,0.88,0.27,0.21,0,0.21,0.402439024390244,0.79,0.67,1,1,0,0.85,1
0.73,0.595744680851064,0.53,1,0,0.72,0.82,0.39,1,0,0.15,0.14,0.52,0.57,0.9,0.94,1
0.61,0.563829787234043,0.58,1,0,0.84,0.44,0.42,0.8,0,0.08,0.05,0.33,0.44,1,0.7,1
0.32,0.563829787234043,0.53,1,1,0.95,0.79,0.46,0.48,0,0.93,0.19,0.58,0.55,0,0.63,1
0.57,0.606382978723404,1,1,0,0.91,0.36,0.53,0.95,0.195121951219512,0.02,0,0.05,0.36,0.91,0.67,1
1,0.776595744680851,0.67,1,0.26,0.76,0.41,0.38,0.47,0,0,0.08,0.38,0.38,0.96,0.58,1
0.94,0.776595744680851,0.4,1,0.13,0.65,0.59,0.3,0.67,0,0,0.17,0.45,0.52,1,0.83,1
0,0.808510638297872,0.75,0.56,1,0.12,0.22,0,0.22,0.5,0.92,0.73,0.84,1,0.02,0.8,1
0.42,0.819148936170213,0.6,0.53,0.89,0.11,0.13,0,0,0.402439024390244,0.77,0.57,1,0.92,0.18,1,1
0,0.872340425531915,0.24,0.68,0.76,0.33,0.43,0,0.29,0.390243902439024,0.84,0.66,1,1,0.08,0.89,1
1,0.882978723404255,0.4,0.83,0.63,0.4,0.84,0,0,0.0853658536585366,0.53,0.53,0.8,1,0.03,0.78,1
0,0.776595744680851,0.51,0.59,1,0.29,0.51,0,0.22,0.317073170731707,0.51,0.6,0.73,0.94,0.09,1,1
0.54,0.925531914893617,0,0.88,0.54,0.46,0.7,0,0.05,0.109756097560976,0.54,0.52,1,0.96,0.07,1,1
0.58,1,0,0.89,0.44,0.53,1,0.21,0.63,0,0.62,0.36,0.87,0.8,0.25,0.91,1
0.78,0.840425531914894,0.65,0.66,1,0.25,0.49,0,0.15,0.353658536585366,0.58,0.67,0.66,1,0,0.84,1
0.84,0.925531914893617,0.2,1,0.22,0.5,0.44,0,0,0.268292682926829,0.54,0.59,1,0.95,0.27,0.97,1
0.95,0.659574468085106,0.77,1,0.21,0.76,0.6,0.38,0.68,0,0,0.15,0.29,0.53,1,0.81,1
0,0.648936170212766,0.38,0.66,0.62,0.3,0.38,0,0.08,0.365853658536585,0.45,0.63,1,0.9,0.58,1,1
1,0.734042553191489,0.95,1,0.24,0.81,0.38,0.44,0.69,0.0975609756097561,0,0,0.45,0.33,0.96,0.64,1
1,1,0.14,0.9,0.74,0.55,0.79,0.97,0.37,0.75609756097561,0,0.39,0.36,0,0.39,0.44,1
0.86,1,0,0.95,0.32,0.56,1,0.22,0.3,0,0.05,0.36,0.8,0.68,0.52,0.99,1
0,0.659574468085106,0.73,0.45,1,0.08,0.2,0,0.37,0.463414634146341,0.92,0.72,0.85,1,0.07,0.81,1
0.56,0.819148936170213,0.28,0.61,0.9,0.23,0.24,0,0.22,0.48780487804878,1,0.72,0.72,1,0,0.72,1
0.76,0.840425531914894,0,1,0.16,0.63,0.81,0.31,0.69,0,0.06,0.25,0.34,0.64,1,0.95,1
0.41,0.5,0.6,1,1,0.89,0.7,0.42,0.33,0,0.72,0.16,0.54,0.62,0,0.72,1
0.92,0.627659574468085,0.5,1,0,0.82,0.47,0.46,0.87,0.0731707317073171,0.42,0,0.54,0.45,1,0.79,1
0.09,0.276595744680851,0.6,0.62,0.8,1,0.06,0.93,0.36,0.682926829268293,1,0.27,0.57,0,0,0.25,1
0,0.765957446808511,0.4,1,0.97,0.78,0.69,0.39,0.44,0,1,0.07,0.35,0.37,0.22,0.73,1
0.55,0.74468085106383,0.22,0.68,0.66,0.29,0.39,0,0.52,0.390243902439024,1,0.68,0.69,1,0,0.86,1
0.24,0.638297872340426,1,0.89,0.3,0.66,0.88,0.32,0.34,0,0,0.34,0.61,0.72,0.77,1,1
0.93,1,0.05,0.96,0.42,0.65,0.85,0.32,0.58,0,0,0.14,0.36,0.47,1,0.74,1
0.86,0.776595744680851,0.47,1,0.18,0.62,0.65,0.27,0.66,0,0,0.03,0.46,0.39,1,0.71,1
0.86,0.765957446808511,0.48,1,0.14,0.72,0.19,0.35,0.02,0,0,0.29,0.49,0.59,1,0.88,1
1,1,0.26,0.97,0.01,0.66,0.45,0.33,0.29,0,0,0.26,0.38,0.61,0.87,0.93,1
0.73,0.978723404255319,0,0.95,0.16,0.6,0.84,0.29,0.7,0,0.45,0.35,1,0.69,0.88,1,1
1,0.638297872340426,0.56,1,0.23,0.73,0.77,0.34,0.65,0,0,0.24,0.55,0.58,0.73,0.77,1
0.39,0.74468085106383,0.74,0.4,0.83,0.02,0.11,0,0.5,0.426829268292683,1,0.67,0.73,1,0,0.81,1
0.72,0.819148936170213,0.49,1,0.61,0.58,0.82,0.17,0,0,0.25,0.33,1,0.61,0.75,0.92,1
0.31,0.925531914893617,0.12,0.78,0.71,0.36,0.31,0,0.21,0.402439024390244,1,0.65,0.69,1,0,0.78,1
0.64,1,0.34,0.73,1,0.39,0.94,0.03,0,0,0.38,0.38,0.9,0.74,0.76,0.95,1
0.77,0.574468085106383,0.77,1,0.1,0.9,0.15,0.49,0.4,0.0975609756097561,0,0,0.32,0.34,1,0.55,1
0.33,0.74468085106383,0.48,1,1,0.97,0.74,0.5,0.44,0.0487804878048781,0.77,0,0.39,0.4,0,0.79,1
0.86,0.691489361702128,0.72,1,0.32,0.75,0.55,0.35,0.42,0,0,0.17,0.48,0.45,1,0.7,1
0.53,0.776595744680851,0.44,0.55,0.22,0.1,0,0,0.32,0.439024390243902,0.66,0.69,1,1,0.61,0.83,1
0,0.0638297872340425,0.5,0.48,0.84,0.87,0.24,1,0.29,0.792682926829268,1,0.35,0.84,0,0.09,0.11,1
0.45,0.680851063829787,0.77,0.35,0.58,0,0,0.1,0.48,0.51219512195122,1,0.71,0.84,1,0.26,0.81,1
0.99,0.659574468085106,0.58,1,0,0.78,0.47,0.42,1,0.109756097560976,0.39,0,0.47,0.41,1,0.73,1
0.13,0.946808510638298,0.17,0.66,0.83,0.35,0.77,0,0,0.170731707317073,0.42,0.49,1,0.81,0.34,1,1
0.38,0.606382978723404,0.74,1,0.11,0.86,0.34,0.43,0.67,0,0,0.07,0.27,0.48,1,0.76,1
1,0.968085106382979,0.4,1,0,0.65,0.35,0.27,0.39,0,0.4,0.38,0.87,0.73,0.87,1,1
0.76,0.680851063829787,0.32,1,0.1,0.71,0.85,0.41,1,0.0487804878048781,0.04,0,0,0.39,0.54,0.73,1
0.59,0.840425531914894,0.25,0.71,0.88,0.35,0.79,0,0.07,0.353658536585366,0.62,0.64,1,1,0,0.99,1
0.78,0.98936170212766,0,1,0.17,0.63,0.57,0.28,0.47,0,0.07,0.31,0.45,0.65,1,0.95,1
0.14,0.98936170212766,0.16,0.67,0.67,0.33,0.74,0,0,0.207317073170732,0.44,0.48,1,0.77,0.39,1,1
0,0.808510638297872,0.37,0.62,0.83,0.3,0.65,0,0.46,0.390243902439024,0.81,0.66,1,1,0.23,0.9,1
0.57,0.659574468085106,0.52,1,0.04,0.71,0.48,0.37,0.63,0,0,0.13,0.27,0.49,1,0.78,1
0.16,0.340425531914894,0.67,0.29,0.43,0,0.22,0.25,0.66,0.695121951219512,1,0.94,0.5,1,0,0.74,1
0.35,0.712765957446808,0.77,0.55,1,0.2,0.39,0,0.37,0.426829268292683,0.79,0.68,0.86,1,0,0.84,1
0.75,1,0,0.89,0.7,0.61,1,0.26,0.32,0,0.07,0.31,0.63,0.63,0.95,0.99,1
0.86,0.893617021276596,0.28,1,0,0.52,0.46,0.04,0.26,0,0.25,0.51,1,0.83,0.73,0.99,1
0.62,0.74468085106383,0.23,1,0,0.67,0.67,0.35,0.89,0,0.22,0.22,0.56,0.6,1,0.96,1
1,0.946808510638298,0.38,0.99,0.35,0.65,0.7,0.29,0.32,0,0,0.27,0.36,0.64,0.65,1,1
0.03,0.542553191489362,0.83,0.7,1,1,0.06,0.85,0.2,0.634146341463415,0.71,0.2,0,0,0.37,0.32,1
0.82,1,0.35,0.78,0.97,0.39,0.94,0,0,0.0121951219512195,0.39,0.42,1,0.81,0.4,0.94,1
0.19,0.765957446808511,0.29,0.36,0.13,0,0.08,0.27,0.58,0.597560975609756,1,0.79,0.55,1,0,0.88,1
0.55,0.361702127659574,1,0.64,0.92,1,0.48,0.81,0.45,0.48780487804878,0.55,0,0,0.04,0.11,0.38,1
0.73,0.617021276595745,0.54,1,0,0.75,0.6,0.4,0.91,0,0.13,0.13,0.46,0.55,1,0.87,1
0.79,1,0.14,0.81,0.49,0.39,1,0,0.32,0,0.52,0.55,0.71,1,0,0.71,1
0.85,0.670212765957447,0.47,1,0,0.75,0.44,0.38,0.72,0,0.16,0.16,0.57,0.55,1,0.87,1
0.45,0.723404255319149,0.23,0.68,0.92,0.35,0.77,0,0.45,0.341463414634146,1,0.64,0.95,1,0,0.8,1
0.56,0.574468085106383,0.65,1,1,0.83,0.81,0.39,0.51,0,0.85,0.16,0.56,0.5,0,0.55,1
0.64,0.914893617021277,0.03,1,0.25,0.62,0.44,0.23,0,0,0.01,0.3,0.55,0.58,1,0.9,1
0.98,0.882978723404255,0.48,1,0.29,0.65,0.58,0.25,0.06,0,0,0.31,0.53,0.63,1,0.91,1
0.47,0.659574468085106,0,0.7,0.53,0.34,0.85,0,0.22,0.146341463414634,0.53,0.59,1,1,0.46,0.88,1
0.48,0.968085106382979,0.09,0.67,1,0.64,0.66,1,0.24,0.695121951219512,0,0,0.87,0.08,0.15,0.41,1
1,0.946808510638298,0,0.78,0.93,0.59,0.81,1,0.62,0.536585365853659,0.02,0.05,0.96,0,0.48,0.48,1
0.61,0.957446808510638,0,0.83,0.61,0.66,1,0.3,0.49,0,0.05,0.3,0.39,0.68,0.42,1,1
0.47,0.670212765957447,0.42,1,0.06,0.75,0.54,0.39,0.47,0,0,0.21,0.42,0.58,1,0.9,1
0.73,0.957446808510638,0.5,0.7,0.38,0.24,0,0,0.29,0.5,0.7,0.77,1,1,0.46,0.78,1
1,0.914893617021277,0.18,0.81,0.46,0.39,0.62,0,0.01,0.158536585365854,0.43,0.56,0.74,1,0,0.75,1
0.5,1,0.05,0.82,0.71,0.42,0.91,0,0.07,0.219512195121951,0.78,0.56,1,0.92,0,0.9,1
1,0.734042553191489,0.47,1,0,0.79,0.49,0.41,0.66,0,0.03,0.25,0.27,0.66,0.98,0.91,1
0.77,0.702127659574468,0.51,1,0,0.77,0.61,0.42,0.94,0,0.22,0.02,0.33,0.45,1,0.76,1
0.38,0.712765957446808,0.84,0.41,1,0,0.53,0.07,0.73,0.597560975609756,0.98,0.9,0.54,1,0,0.75,1
0,0.180851063829787,0.63,0.46,1,0.87,0.5,1,0.34,0.695121951219512,0.86,0.23,0.57,0,0.09,0.22,1
0.28,0,0.64,0.48,1,0.91,0.53,1,0.22,0.719512195121951,0.8,0.31,0.66,0,0,0.02,1
0.25,0.882978723404255,0.65,0.55,1,0.21,0.2,0,0,0.365853658536585,0.55,0.62,0.94,0.95,0.22,1,1
0.43,0.808510638297872,0.85,0.44,1,0.03,0.17,0,0,0.414634146341463,0.62,0.64,0.9,1,0.07,0.95,1
0.51,0.670212765957447,0.74,0.37,1,0,0.52,0.04,0.41,0.5,0.73,0.75,0.6,1,0,0.83,1
0.37,0.691489361702128,0.79,0.71,0.49,1,0,0.45,0.25,0.439024390243902,0.66,0,1,0.51,0.1,0.26,1
0.96,1,0,0.98,0.22,0.54,0.87,0.15,0.51,0,0.25,0.39,1,0.73,0.38,0.94,1
1,0.882978723404255,0.52,1,0.25,0.71,0.45,0.34,0.38,0,0,0.17,0.34,0.47,0.76,0.71,1
0.9,0.936170212765957,0.13,0.95,0.26,0.56,0.96,0.27,0.52,0,0,0.26,0.45,0.64,1,1,1
0.66,0.893617021276596,0.06,0.55,1,0.73,0.45,1,0.33,0.560975609756098,0,0,0.89,0.11,0.13,0.23,1
0.96,0.840425531914894,0.31,1,0.44,0.64,0.96,0.27,0.37,0,0,0.31,0.72,0.62,1,0.91,1
0.76,0.946808510638298,0.23,1,0.36,0.6,0.68,0.22,0.23,0,0,0.33,0.46,0.65,1,0.94,1
0.32,0.48936170212766,0.22,0,1,0.02,0.78,0.63,0.35,0.451219512195122,0.14,1,0.71,0.92,0,0.73,1
0.33,0.872340425531915,0.39,0.59,0.63,1,0,0.65,0.28,0.524390243902439,0.4,0,1,0.42,0.25,0.47,1
0.69,0.968085106382979,0,0.9,0.24,0.45,0.81,0.03,0,0,0.46,0.45,1,0.89,0.2,1,1
0.35,0.872340425531915,0.3,0.57,0.5,0.17,0.11,0,0,0.463414634146341,0.56,0.68,1,1,0.2,1,1
0.66,0.851063829787234,0,0.94,0.21,0.52,0.8,0.14,0.14,0,0.42,0.39,1,0.78,0.49,1,1
0.78,0.648936170212766,0.65,1,0,0.75,0.56,0.37,0.84,0,0.02,0.1,0.35,0.52,1,0.86,1
0,0.978723404255319,0.05,0.73,0.7,0.39,1,0,0.43,0.109756097560976,0.53,0.5,0.84,0.9,0.26,1,1
0.28,0.585106382978723,0.59,0.27,0.33,0,0.02,0.2,0.63,0.560975609756098,1,0.79,0.48,1,0,0.74,1
0.34,0.691489361702128,0.16,0.65,0.17,0.23,0,0,0.01,0.51219512195122,0.44,0.75,1,1,0.46,0.91,1
0.56,0.787234042553192,0.05,1,0.1,0.65,0.87,0.33,0.71,0,0,0.22,0.58,0.59,1,0.97,1
0.45,0.702127659574468,0.18,1,0,0.64,0.64,0.33,0.98,0,0.07,0.05,0.26,0.41,1,0.68,1
1,0.936170212765957,0.4,1,0,0.68,0.43,0.35,0.92,0.0609756097560976,0.23,0,0.03,0.34,0.46,0.68,1
0.63,0.627659574468085,0.35,1,0.01,0.69,0.61,0.36,0.79,0,0,0.15,0.33,0.54,1,0.86,1
0.49,1,0.19,0.91,0.31,0.54,0.36,0.15,0,0,0.07,0.36,0.51,0.63,1,0.87,1
0.6,0.893617021276596,0.26,0.82,0.49,0.39,0.35,0,0,0.280487804878049,0.56,0.54,1,0.9,0.37,1,1
0.4,1,0.07,0.84,0.72,0.47,1,0.05,0.22,0,0.52,0.45,0.84,0.9,0,0.94,1
0.81,0.808510638297872,0,0.95,0.19,0.62,0.84,0.29,0.45,0,0.24,0.33,0.83,0.68,1,1,1
0.59,0.98936170212766,0.16,0.72,0.89,0.38,0.91,0,0.28,0.219512195121951,0.73,0.58,1,1,0,0.95,1
0.03,0.914893617021277,0.12,0.64,0.6,0.28,0.18,0,0,0.390243902439024,0.67,0.55,1,0.91,0.33,1,1
0.44,0.659574468085106,0.58,0.44,1,0.07,0,0,0.07,0.439024390243902,0.78,0.68,0.93,1,0.11,0.74,1
0.54,0.606382978723404,1,0.76,0.8,1,0.43,0.75,0.51,0.426829268292683,0.47,0,0,0.16,0.27,0.46,1
0.88,0.765957446808511,0.34,1,0,0.73,0.45,0.38,0.78,0,0.21,0.11,0.5,0.49,1,0.82,1
0.04,0.0531914893617021,0.46,0.53,0.76,1,0.24,0.98,0.41,0.646341463414634,1,0.24,0.57,0,0,0.15,1
1,1,0.31,0.89,0.36,0.55,0.7,0.22,0.23,0,0,0.28,0.43,0.58,0.86,0.89,1
1,0.893617021276596,0.27,1,0,0.66,0.56,0.33,0.81,0,0.1,0.16,0.33,0.57,0.98,0.84,1
0.53,0.925531914893617,0.03,0.71,0.47,0.34,0.23,0,0,0.353658536585366,0.59,0.63,1,1,0.09,0.98,1
0.6,0.563829787234043,0.98,0.26,0.48,0,0.25,0.19,0.77,0.597560975609756,1,0.85,0.43,1,0,0.7,1
0.54,0.617021276595745,0.3,0.96,0.15,0.61,0.69,0.27,0.52,0,0,0.3,0.48,0.66,1,1,1
0.81,0.670212765957447,0.63,1,0,0.82,0.41,0.41,0.81,0,0.19,0.03,0.41,0.44,1,0.74,1
0.89,0.914893617021277,0.2,1,0.11,0.67,0.43,0.34,0.54,0,0,0.24,0.34,0.56,1,0.82,1
0.77,0.861702127659574,0.87,0.57,1,0.19,0.13,0,0.28,0.426829268292683,0.83,0.69,0.94,1,0,0.79,1
0,0.5,0.84,0.42,1,0.06,0.1,0,0.02,0.414634146341463,0.66,0.66,0.86,1,0.05,0.84,1
0.44,0.882978723404255,0.62,0.48,0.61,0,0,0.06,0.35,0.573170731707317,1,0.72,0.81,1,0.14,0.84,1
0.39,0.712765957446808,0.76,1,0.22,0.79,0.5,0.43,0.69,0.0731707317073171,0,0,0.26,0.3,1,0.52,1
0.87,1,0.31,0.76,1,0.91,0.38,0.8,0.22,0.75609756097561,0,0,0.73,0.09,0.33,0.64,1
0.29,0.946808510638298,0.93,0.67,0.84,1,0.1,0.68,0,0.219512195121951,0.74,0,1,0.44,0.17,0.44,1
1,1,0.09,0.95,0,0.52,0.98,0.26,0.48,0,0.46,0.45,0.98,0.9,0.18,0.71,1
0.57,0.5,1,0.85,0.62,1,0.51,0.61,0.79,0.292682926829268,0.29,0,0,0.3,0.61,0.56,1
0,0.265957446808511,0.52,0.59,0.46,1,0.11,0.81,0.65,0.634146341463415,1,0.17,0.38,0,0.09,0.26,1
0.88,0.98936170212766,0.09,1,0,0.54,0.55,0.12,0.04,0,0.24,0.4,1,0.73,0.63,0.94,1
0.72,1,0.05,0.97,0.53,0.52,0.93,0.06,0,0,0.11,0.43,1,0.77,0.58,0.99,1
1,0.936170212765957,0.53,0.8,0.68,0.39,0.68,0,0,0,0.17,0.36,0.62,0.69,0.88,1,1
0.44,0.861702127659574,0.21,0.78,0.68,0.41,0.7,0,0,0.158536585365854,0.45,0.47,1,0.8,0.41,1,1
0.83,0.946808510638298,0,0.86,0.56,0.49,1,0.13,0.17,0,0.48,0.4,0.99,0.79,0.37,1,1
0.63,0.638297872340426,0.58,1,0.11,0.76,0.36,0.38,0.63,0,0,0.03,0.36,0.36,1,0.62,1
0.7,0.585106382978723,0.65,1,0.15,0.7,0.72,0.34,0.87,0,0,0.1,0.23,0.5,1,0.76,1
0.42,0.978723404255319,0,0.69,0.54,0.36,0.71,0,0.14,0.195121951219512,0.54,0.54,1,0.91,0.39,1,1
0.04,1,0.23,0.65,0.89,0.36,1,0,0.2,0.0975609756097561,0.32,0.49,0.79,0.85,0,0.89,1
0.84,0.914893617021277,0.41,0.91,0.37,0.46,0.66,0,0,0.109756097560976,0.46,0.49,1,0.85,0.33,1,1
1,1,0.37,0.89,0.43,0.57,0.69,0.26,0.33,0,0,0.19,0.35,0.48,0.83,0.73,1
0.65,0.574468085106383,1,1,0.05,1,0.19,0.57,0.65,0.182926829268293,0,0,0.13,0.43,0.97,0.75,1
0.19,0.925531914893617,0.09,0.74,1,0.94,0.25,1,0.01,0.597560975609756,0,0,0.93,0.16,0.46,0.6,1
0.62,1,1,0.98,0.77,0.61,0.45,0.28,0.39,0,0.79,0.25,0.5,0.57,0,0.72,1
0.68,0.882978723404255,0,1,0.38,0.59,0.98,0.23,0.8,0,0.39,0.35,1,0.69,0.75,0.92,1
0,0.606382978723404,0.61,0.38,0.67,0,0.2,0.14,0.56,0.609756097560976,1,0.85,0.5,1,0.02,0.71,1
0.7,0.914893617021277,0,0.83,0.57,0.49,1,0.13,0.16,0,0.05,0.37,0.48,0.74,0.64,1,1
0.5,0.893617021276596,0,0.89,0.62,0.47,0.88,0,0.05,0.0487804878048781,0.42,0.51,1,0.95,0.11,1,1
0.23,0.542553191489362,0.7,0.39,1,0,0.4,0.01,0.51,0.524390243902439,0.89,0.83,0.6,1,0,0.75,1
0.9,0.638297872340426,0.49,1,0,0.72,0.67,0.4,1,0,0.25,0.11,0.34,0.55,0.84,0.93,1
0.46,0.776595744680851,0.37,0.6,0.59,0.22,0,0,0.19,0.426829268292683,0.78,0.64,1,0.97,0.29,1,1
0.51,0.574468085106383,0.47,1,0.16,0.68,0.75,0.35,0.83,0,0,0.02,0.31,0.39,1,0.68,1
0.46,0.914893617021277,0.45,0.62,0.38,0.22,0,0,0.09,0.475609756097561,0.57,0.7,1,1,0.27,0.98,1
0.51,0.765957446808511,0,0.68,0.47,0.34,1,0,0.19,0.0853658536585366,0.63,0.43,0.85,0.82,0.09,1,1
0.81,0.840425531914894,0.1,0.79,0.42,0.38,0.56,0,0,0.25609756097561,0.45,0.62,1,1,0.29,0.82,1
1,0.936170212765957,0.29,0.84,0.32,0.41,0.59,0,0,0.0121951219512195,0.42,0.38,0.87,0.74,0.52,1,1
0.12,0.0851063829787234,0.56,0.48,1,0.84,0.53,1,0.32,0.792682926829268,0.8,0.3,0.62,0,0,0.17,1
0.26,1,0.21,0.65,0.91,0.32,0.66,0,0.38,0.304878048780488,0.91,0.61,1,0.99,0,0.98,1
0.55,0.914893617021277,0.17,0.78,0.55,0.38,0.5,0,0,0.25609756097561,0.56,0.55,1,0.92,0.25,1,1
0.67,0.98936170212766,0.62,0.62,0.97,0.13,0,0,0.07,0.414634146341463,1,0.59,1,1,0.1,0.93,1
0.32,0.978723404255319,0.08,0.71,0.56,0.25,0.28,0,0,0.51219512195122,0.77,0.69,1,1,0.15,0.92,1
0.42,0.840425531914894,0.85,1,1,0.68,0.76,0.32,0.45,0,0.5,0.01,0.38,0.4,0,0.65,1
0,0.638297872340426,0.48,1,1,0.83,0.69,0.41,0.37,0,0.81,0.26,0.76,0.69,0.08,0.93,1
0.56,0.74468085106383,0.73,0.52,0.93,0.13,0,0,0.37,0.426829268292683,1,0.69,1,1,0.17,0.76,1
0.86,0.595744680851064,0.64,1,0,0.8,0.4,0.44,0.92,0.146341463414634,0.29,0,0.41,0.37,1,0.65,1
0.65,0.925531914893617,0.68,0.73,0.92,0.23,0.13,0,0,0.463414634146341,0.87,0.65,1,1,0.05,0.98,1
0.18,0.723404255319149,0.03,0.67,0.74,0.34,0.41,0,0.03,0.329268292682927,0.59,0.63,1,1,0,0.95,1
0.66,0.978723404255319,0.22,0.67,1,0.88,0.17,1,0.11,0.634146341463415,0,0,0.79,0.13,0.22,0.53,1
0.41,1,0,0.7,0.76,0.37,1,0,0.1,0.0609756097560976,0.41,0.43,0.97,0.79,0.27,0.91,1
0.64,1,1,0.92,0.94,0.56,0.72,0.22,0.72,0,0.91,0.31,0.52,0.59,0,0.8,1
1,0.819148936170213,0.64,1,0.5,0.65,0.75,0.26,0.35,0,0,0.22,0.46,0.53,1,0.78,1
0.12,0.74468085106383,0.27,0.98,0.45,0.48,0.28,0,0,0.170731707317073,0.54,0.56,1,1,0.3,0.96,1
0.61,0.893617021276596,0.67,0.61,0.99,1,0.09,0.71,0.17,0.682926829268293,0,0,1,0.25,0.17,0.61,1
0.62,0.861702127659574,0.41,0.63,1,1,0.22,0.72,0.08,0.5,0.3,0,0.93,0.42,0,0.34,1
0.67,0.98936170212766,0,0.95,0.29,0.61,1,0.36,0.87,0,0.43,0.21,0.7,0.6,0.83,1,1
0,0.872340425531915,0.65,0.55,1,0.16,0.45,0,0.43,0.48780487804878,0.9,0.77,0.68,1,0.08,0.69,1
0.88,0.872340425531915,0.53,0.78,1,0.4,0.91,0,0,0.0121951219512195,0.05,0.39,0.57,0.76,0.18,1,1
0.22,1,0.66,0.5,1,0.94,0.45,0.95,0.05,0.5,0.58,0,0.78,0.42,0,0.46,1
0.36,0.5,1,0.82,0.55,1,0.02,0.69,0.36,0.414634146341463,0.74,0,0,0.14,0.62,0.44,1
0.73,0.765957446808511,0.1,0.73,0.6,0.35,0.43,0,0,0.304878048780488,0.57,0.62,1,1,0.2,0.96,1
0.67,1,0.18,0.81,0.44,0.39,0.35,0,0,0.341463414634146,0.53,0.57,1,0.88,0.42,0.94,1
0.76,0.968085106382979,0.64,0.62,1,0.15,0.14,0,0,0.426829268292683,0.9,0.59,0.98,1,0,0.98,1
0.55,0.75531914893617,0.03,1,0.39,0.57,1,0.16,0,0,0.26,0.38,0.97,0.77,0.23,0.78,1
0.67,0.638297872340426,0.56,1,0.1,0.74,0.59,0.38,0.7,0,0,0.15,0.29,0.54,1,0.82,1
0.75,0.734042553191489,0.36,1,0.06,0.68,0.62,0.35,1,0,0,0.06,0.31,0.41,0.93,0.74,1
0.05,0.521276595744681,0.79,0.87,0.05,1,0.38,0.53,0.67,0.0731707317073171,0,0,0.27,0.47,1,0.84,1
0.88,0.563829787234043,1,1,0.16,0.85,0.42,0.45,0.82,0.0975609756097561,0,0,0.32,0.4,0.89,0.77,1
0.59,0.808510638297872,0.11,0.67,1,0.65,0.54,1,0.4,0.585365853658537,0,0.22,0.6,0,0.43,0.52,1
1,0.829787234042553,0.55,0.99,0.04,0.72,0.49,0.33,0.43,0,0,0.28,0.41,0.69,0.97,1,1
0,0.212765957446809,0.57,0.56,0.98,0.94,0.31,1,0.45,0.768292682926829,1,0.31,0.78,0,0.09,0.16,1
0.32,1,0.17,0.75,0.87,0.41,0.64,0,0.12,0.24390243902439,0.79,0.55,1,0.96,0,0.96,1
0.37,1,0,0.6,0.94,0.94,0.03,0.89,0.29,0.658536585365854,0,0,1,0.28,0.08,0.38,1
0,0.691489361702128,0.52,1,1,0.75,0.53,0.37,0.13,0,0.82,0.07,0.34,0.44,0.16,0.83,1
0.6,1,0.14,0.67,1,0.55,0.8,0.98,0.39,0.682926829268293,0,0.13,0.8,0,0.5,0.45,1
0.57,0.861702127659574,0,1,0.17,0.63,1,0.28,0.94,0,0.2,0.34,0.89,0.71,0.37,0.87,1
0.37,0.893617021276596,0.04,0.97,0.35,0.57,1,0.22,0.49,0,0,0.33,0.54,0.72,0.35,1,1
0.27,1,0,0.74,0.6,0.43,1,0.03,0.34,0,0.29,0.44,0.74,0.81,0.1,0.58,1
0.35,0.968085106382979,0.35,0.61,0.44,0.19,0,0,0.23,0.463414634146341,0.61,0.68,1,0.99,0.51,1,1
0.46,0.829787234042553,0.65,0.46,0.65,0.09,0,0,0.3,0.353658536585366,0.84,0.57,1,0.94,0.44,1,1
0.35,0.851063829787234,0.56,0.65,1,0.27,0.23,0,0.06,0.341463414634146,0.65,0.64,0.98,1,0,0.85,1
0.98,0.978723404255319,0.34,0.96,0.08,0.59,0.63,0.27,0.34,0,0,0.32,0.42,0.7,1,1,1
1,1,0.21,0.86,0.45,0.47,0.86,0.11,0.03,0,0,0.33,0.65,0.65,0.99,0.96,1
0.48,0.968085106382979,0.07,0.76,0.22,0.35,0,0,0.05,0.378048780487805,0.49,0.65,1,0.95,0.52,1,1
0.61,0.946808510638298,0.39,0.68,1,1,0.45,0.76,0,0.548780487804878,0.1,0,0.9,0.36,0.21,0.5,1
0.25,0.425531914893617,1,0.31,0.8,0,0,0.09,0.38,0.548780487804878,0.89,0.78,0.54,1,0.2,0.68,1
0.32,0.893617021276596,0,0.64,0.66,0.29,0.79,0,0.12,0.317073170731707,0.6,0.67,1,1,0.16,0.79,1
0.48,0.936170212765957,0,0.76,0.53,0.39,0.47,0,0.03,0.170731707317073,0.7,0.46,1,0.88,0.28,1,1
0.41,0.829787234042553,0.93,0.52,1,0.12,0.33,0,0.47,0.475609756097561,0.93,0.74,0.72,1,0,0.81,1
0,0.148936170212766,0.57,0.51,0.94,0.89,0.38,1,0.44,0.74390243902439,1,0.3,0.76,0,0.12,0.14,1
0.78,0.776595744680851,0.4,1,0.06,0.71,0.16,0.33,0.16,0,0,0.32,0.46,0.58,1,0.8,1
0.35,1,0,0.88,0.58,0.44,0.55,0,0.3,0.475609756097561,1,0.73,0.94,0.97,0.28,0.84,1
0.75,0.904255319148936,0.3,1,0.24,0.6,0.53,0.21,0.11,0,0,0.37,0.44,0.7,1,0.93,1
0.66,0.925531914893617,0.5,0.56,0.8,1,0,0.55,0.17,0.426829268292683,0.59,0,1,0.52,0,0.29,1
